0.000  10.0000
874.0515933	12.64913151
9614.567527	12.64913151
20540.21244	28.46054591
33650.98634	69.57022333
42828.52807	120.1667494
52006.0698	177.0878412
56376.32777	284.6054591
59872.53414	382.6362283
64679.81791	480.6669975
70361.15326	572.373201
74731.41123	645.1057072
82160.84977	695.7022333
87842.18513	724.1627792
93960.54628	702.026799
104012.1396	660.9171216
110567.5266	622.969727
116248.8619	588.1846154
123241.2747	458.5310174
130233.6874	338.364268
138100.1517	243.4957816
146403.6419	151.7895782
159514.4158	104.355335
175684.3703	66.40794045
195350.5311	50.59652605
216327.7693	41.10967742
238616.085	31.62282878
266585.736	28.46054591
