0	6.324565757
12236.72231	25.29826303
26221.5478	60.08337469
37147.19272	148.6272953
41517.45068	202.3861042
48946.88923	265.6317618
56376.32777	471.1801489
60746.58574	800.0575682
63805.76631	1087.82531
65990.8953	1217.478908
67738.99848	1255.426303
69050.07587	1261.750868
72546.28225	1207.99206
80412.74659	961.333995
86531.10774	768.4347395
98330.80425	569.2109181
112752.6555	455.3687345
121930.1973	357.3379653
126300.4552	281.4431762
134166.9196	202.3861042
154270.1062	148.6272953
175684.3703	101.1930521
197972.6859	66.40794045
223320.1821	47.43424318
249978.7557	28.46054591
267022.7618	18.97369727
