# buffalo bayou downstream
# about 4340 feet downstream of confluence
STATION  ELEVATION  MANNING_N
3444.4	42.1	0.15
3584.4	38.8	
3604.4	38.1	
3654.4	38.1	
3774.4	31.9	
3814.4	31.4	
4134.4	34	
4164.4	35.2	
4204.4	34.3	
4234.4	35.3	
4304.4	34.8	
4334.4	35.9	
4364.4	33.6	
4394.4	33	
4414.4	30.3	
4424.4	29.6	
4434.4	30.3	
4464.4	35.9	
4608.8	34.6	
4708.8	32	
4730.2	32.62	0.035
4806.4	26.29	
4879.1	22.6	
4930.6	0.07	
4945.8	-9.41	
4996	-16.14	
5029.6	-15.3	
5069.5	-0.94	
5086.1	12.41	
5102.5	21.32	
5116.8	32.62	0.2
5127.1	32.34	
5128.8	31.8	
5148.8	32.2	
5158.8	36.6	
5168.8	41.7	
5178.8	47.5	
5188.8	48.9	
